city,code,rank_2026_09_05,choice_2026_09_05,rank_2026_08_04,choice_2026_08_04
Settat,R142189376,4005,2,4537,2
Settat,J141125467,4006,4,4538,4
Settat,R136739295,4007,1,4539,1
Settat,R145151116,4008,2,4540,2
Settat,R147171352,4009,2,4541,2
Settat,K143071461,4010,2,4542,2
Settat,R141177216,4011,2,4543,2
Settat,F146102232,4012,2,4544,2
Settat,J137407213,4013,3,4545,3
Settat,F136291011,4014,1,4546,1
Settat,E144233379,4015,3,4547,3
Settat,J141125241,4016,2,4548,2
Settat,K159000470,4017,3,4549,3
Settat,R142174638,4018,3,4550,3
Settat,E140218184,4019,2,4551,2
Settat,R147187073,4020,2,4552,2
Settat,R143151226,4021,2,4553,2
Settat,J142112529,4022,3,4554,3
Settat,R147197114,4023,2,4555,2
Settat,R149176471,4024,3,4556,3
Settat,R130929330,4025,2,4557,2
Settat,J144125247,4026,2,4558,2
Settat,R137767793,4027,1,4559,1
Settat,J147083480,4028,4,4560,4
Settat,J148114304,4029,4,4561,4
Settat,R148195806,4030,2,4562,2
Settat,K143095717,4031,1,4563,1
Settat,R144151669,4032,2,4564,2
Settat,R143138336,4033,3,4565,3
Settat,F141105599,4034,1,4566,1
Settat,J145103274,4035,4,4567,4
Settat,R157071035,4036,2,4568,2
Settat,R140165113,4037,2,4569,2
Settat,J144104871,4038,1,4570,1
Settat,E143174048,4039,1,4571,1
Settat,R143195938,4040,3,4572,3
Settat,E148240651,4041,4,4573,4
Settat,R144133743,4042,2,4574,2
Settat,R148155416,4043,2,4575,2
Settat,D148099721,4044,4,4576,4
Settat,J148097149,4045,4,4577,4
Settat,F144102469,4046,1,4578,1
Settat,R149176439,4047,3,4579,3
Settat,R143164246,4048,1,4580,1
Settat,E142237673,4049,4,4581,4
Settat,K147065499,4050,2,4582,2
Settat,K144066656,4051,2,4583,2
Settat,E140223002,4052,2,4584,2
Settat,N136322256,4053,2,4585,2
Settat,J149098074,4054,2,4586,2
Settat,J141033467,4055,4,4587,4
Settat,K147095213,4056,1,4588,1
Settat,R136886586,4057,2,4589,2
Settat,R144165996,4058,1,4590,1
Settat,R130735898,4059,2,4591,2
Settat,J147104337,4060,1,4592,1
Settat,R141160363,4061,2,4593,2
Settat,P135448099,4062,3,4594,3
Settat,R145158541,4063,2,4595,2
Settat,R144111791,4064,1,4596,1
Settat,K140104743,4065,4,4597,4
Settat,K141060581,4066,3,4598,3
Settat,R142166565,4067,3,4599,3
Settat,R143189638,4068,2,4600,2
Settat,R140175840,4069,1,4601,1
Settat,P141146412,4070,3,4602,3
Settat,R142133910,4071,2,4603,2
Settat,F141108484,4072,1,4604,1
Settat,E147232567,4073,4,4605,4
Settat,E146223757,4074,4,4606,4
Settat,R146177874,4075,2,4607,2
Settat,R146152443,4076,2,4608,2
Settat,F167000415,4077,2,4609,2
Settat,R145197635,4078,2,4610,2
Settat,R141159925,4079,1,4611,1
Settat,K141096652,4080,2,4612,2
Settat,J142108572,4081,2,4613,2
Settat,E149222330,4082,2,4614,2
Settat,F145119357,4083,1,4615,1
Settat,R143129547,4084,2,4616,2
Settat,J147094756,4085,1,4617,1
Settat,J144104615,4086,2,4618,2
Settat,R140047094,4087,2,4619,2
Settat,R144151230,4088,3,4620,3
Settat,F131234219,4089,1,4621,1
Settat,R144183398,4090,3,4622,3
Settat,R139910965,4091,1,4623,1
Settat,J147119700,4092,3,4624,3
Settat,J134300389,4093,4,4625,4
Settat,R142164071,4094,2,4626,2
Settat,F144108156,4095,1,4627,1
Settat,R148014520,4096,2,4628,2
Settat,F141107888,4097,2,4629,2
Settat,R143188626,4098,2,4630,2
Settat,R147155742,4099,2,4631,2
Settat,M138491827,4100,1,4632,1
Settat,E145104566,4101,2,4633,2
Settat,J149077852,4102,2,4634,2
Settat,J144083205,4103,3,4635,3
Settat,R146159248,4104,3,4636,3
Settat,R141195839,4105,1,4637,1
Settat,R148203122,4106,1,4638,1
Settat,R143184951,4107,2,4639,2
Settat,R142162554,4108,4,4640,4
Settat,F143097442,4109,1,4641,1
Settat,J144083213,4110,3,4642,3
Settat,J145108284,4111,1,4643,1
Settat,J148110182,4112,2,4644,2
Settat,E143205414,4113,3,4645,3
Settat,F137201044,4114,1,4646,1
Settat,F142116943,4115,1,4647,1
Settat,R143162655,4116,2,4648,2
Settat,E145204218,4117,3,4649,3
Settat,F146110228,4118,1,4650,1
Settat,J148100315,4119,2,4651,2
Settat,R148150239,4120,2,4652,2
Settat,R139817905,4121,3,4653,3
Settat,E141228938,4122,3,4654,3
Settat,R143200338,4123,3,4655,3
Settat,F145116788,4124,1,4656,1
Settat,R149145578,4125,2,4657,2
Settat,K147066406,4126,2,4658,2
Settat,E141210092,4127,4,4659,4
Settat,G146086643,4128,2,4660,2
Settat,D142132846,4129,3,4661,3
Settat,R130894177,4130,2,4662,2
Settat,F147108896,4131,1,4663,1
Settat,R146181105,4132,2,4664,2
Settat,J142084188,4133,2,4665,2
Settat,R142165942,4134,1,4666,1
Settat,J147078979,4135,2,4667,2
Settat,R131797578,4136,3,4668,3
Settat,J137227352,4137,2,4669,2
Settat,D141123204,4138,2,4670,2
Settat,R148111838,4139,2,4671,2
Settat,R148145611,4140,2,4672,2
Settat,E147208569,4141,3,4673,3
Settat,J133278888,4142,3,4674,3
Settat,F139190666,4143,1,4675,1
Settat,R147205974,4144,2,4676,2
Settat,R141160000,4145,3,4677,3
Settat,R142159635,4146,1,4678,1
Settat,E138132521,4147,2,4679,2
Settat,R143131023,4148,2,4680,2
Settat,R149189597,4149,2,4681,2
Settat,K144066653,4150,1,4682,1
Settat,F137238523,4151,1,4683,1
Settat,E131186068,4152,3,4684,3
Settat,R142194502,4153,2,4685,2
Settat,D147116186,4154,2,4686,2
Settat,R147167589,4155,4,4687,4
Settat,E147232175,4156,3,4688,3
Settat,J132365986,4157,4,4689,4
Settat,R143175538,4158,2,4690,2
Settat,R144155435,4159,2,4691,2
Settat,R145183522,4160,2,4692,2
Settat,J130096552,4161,3,4693,3
Settat,J148115946,4162,3,4694,3
Settat,R149086406,4163,4,4695,4
Settat,R147191887,4164,1,4696,1
Settat,E143231777,4165,3,4697,3
Settat,J141083677,4166,3,4698,3
Settat,R145188495,4167,2,4699,2
Settat,J147117897,4168,3,4700,3
Settat,R134931564,4169,2,4701,2
Settat,J141081930,4170,3,4702,3
Settat,J143081369,4171,2,4703,2
Settat,R149202101,4172,2,4704,2
Settat,K144072277,4173,2,4705,2
Settat,H140101945,4174,2,4706,2
Settat,E148168563,4175,3,4707,3
Settat,K143090058,4176,3,4708,3
Settat,J144099013,4177,2,4709,2
Settat,R141177093,4178,3,4710,3
Settat,R143191456,4179,2,4711,2
Settat,R146194577,4180,2,4712,2
Settat,E143215078,4181,4,4713,4
Settat,F146114338,4182,3,4714,3
Settat,J142102073,4183,1,4715,1
Settat,K149085646,4184,3,4716,3
Settat,R147207642,4185,2,4717,2
Settat,K149097383,4186,2,4718,2
Settat,J146054792,4187,2,4719,2
Settat,R133820900,4188,4,4720,4
Settat,J130225801,4189,1,4721,1
Settat,R148169868,4190,1,4722,1
Settat,R146162402,4191,2,4723,2
Settat,R147191160,4192,2,4724,2
Settat,E147222835,4193,3,4725,3
Settat,J144091260,4194,1,4726,1
Settat,R145196826,4195,1,4727,1
Settat,K141063582,4196,3,4728,3
Settat,J130071272,4197,1,4729,1
Settat,J149077170,4198,3,4730,3
Settat,R141155964,4199,1,4731,1
Settat,R137897631,4200,2,4732,2
Settat,D143147252,4201,3,4733,3
Settat,J136246414,4202,2,4734,2
Settat,J140077799,4203,1,4735,1
Settat,E146205301,4204,4,4736,4
Settat,K148069493,4205,2,4737,2
Settat,E148215156,4206,3,4738,3
Settat,R130868755,4207,1,4739,1
Settat,E134175440,4208,3,4740,3
Settat,J140113261,4209,4,4741,4
Settat,J147118484,4210,1,4742,1
Settat,J144033631,4211,3,4743,3
Settat,E141233358,4212,3,4744,3
Settat,R142178627,4213,2,4745,2
Settat,E147228028,4214,4,4746,4
Settat,R146171155,4215,1,4747,1
Settat,R144197092,4216,2,4748,2
Settat,J148091960,4217,4,4749,4
Settat,J141111355,4218,2,4750,2
Settat,R134762023,4219,3,4751,3
Settat,R147170447,4220,2,4752,2
Settat,F157000151,4221,1,4753,1
Settat,R145141744,4222,2,4754,2
Settat,R144172407,4223,2,4755,2
Settat,R141148353,4224,4,4756,4
Settat,J148100528,4225,4,4757,4
Settat,R146207094,4226,2,4758,2
Settat,J144091367,4227,4,4759,4
Settat,J142116540,4228,1,4760,1
Settat,J144097233,4229,3,4761,3
Settat,E149234947,4230,3,4762,3
Settat,J140105162,4231,2,4763,2
Settat,F143099353,4232,1,4764,1
Settat,R145193204,4233,2,4765,2
Settat,R140202543,4234,1,4766,1
Settat,R149131533,4235,2,4767,2
Settat,J144114679,4236,4,4768,4
Settat,R147174742,4237,2,4769,2
Settat,R141134881,4238,2,4770,2
Settat,J144102939,4239,3,4771,3
Settat,R145198427,4240,2,4772,2
Settat,R146196509,4241,3,4773,3
Settat,E140209312,4242,3,4774,3
Settat,R131713952,4243,2,4775,2
Settat,E133243339,4244,4,4776,4
Settat,E141206219,4245,4,4777,4
Settat,F146101804,4246,1,4778,1
Settat,R145164163,4247,2,4779,2
Settat,R147164365,4248,3,4780,3
Settat,N137379397,4249,2,4781,2
Settat,E149223014,4250,4,4782,4
Settat,R140151681,4251,2,4783,2
Settat,R148191985,4252,2,4784,2
Settat,R140134031,4253,2,4785,2
Settat,R146199097,4254,1,4786,1
Settat,R147193240,4255,2,4787,2
Settat,J144103124,4256,3,4788,3
Settat,J148086245,4257,2,4789,2
Settat,R143204339,4258,2,4790,2
Settat,J146089218,4259,2,4791,2
Settat,F141098136,4260,2,4792,2
Settat,J149054739,4261,3,4793,3
Settat,J131224563,4262,3,4794,3
Settat,K140057311,4263,4,4795,4
Settat,F143109006,4264,1,4796,1
Settat,J142121781,4265,3,4797,3
Settat,R144193026,4266,4,4798,4
Settat,J142110228,4267,2,4799,2
Settat,J149108615,4268,3,4800,3
Settat,R142201565,4269,1,4801,1
Settat,J148115930,4270,4,4802,4
Settat,J142085054,4271,3,4803,3
Settat,R140190413,4272,2,4804,2
Settat,R139742802,4273,1,4805,1
Settat,R138841789,4274,2,4806,2
Settat,J143084445,4275,4,4807,4
Settat,R134817911,4276,4,4808,4
Settat,R138762174,4277,2,4809,2
Settat,J143121209,4278,4,4810,4
Settat,J143090552,4279,4,4811,4
Settat,J149110592,4280,4,4812,4
Settat,R140137016,4281,2,4813,2
Settat,J143119493,4282,3,4814,3
Settat,E147229622,4283,3,4815,3
Settat,K142062827,4284,3,4816,3
Settat,J148119984,4285,2,4817,2
Settat,J133194498,4286,1,4818,1
Settat,J140103941,4287,3,4819,3
Settat,E149221397,4288,2,4820,2
Settat,F147108555,4289,2,4821,2
Settat,J138241688,4290,1,4822,1
Settat,R132869492,4291,3,4823,3
Settat,F140080350,4292,1,4824,1
Settat,F149113889,4293,3,4825,3
Settat,F131411987,4294,3,4826,3
Settat,J144083296,4295,2,4827,2
Settat,J146115484,4296,4,4828,4
Settat,R145165026,4297,2,4829,2
Settat,R145161967,4298,2,4830,2
Settat,F144086307,4299,3,4831,3
Settat,R143177153,4300,4,4832,4
Settat,K143092751,4301,3,4833,3
Settat,R141200979,4302,2,4834,2
Settat,F130070078,4303,1,4835,1
Settat,R149138330,4304,3,4836,3
Settat,R138748072,4305,2,4837,2
Settat,K149065886,4306,2,4838,2
Settat,B141008300,4307,3,4839,3
Settat,R130903771,4308,2,4840,2
Settat,J140125201,4309,2,4841,2
Settat,E140238029,4310,2,4842,2
Settat,J136230818,4311,2,4843,2
Settat,K143067532,4312,3,4844,3
Settat,K144059760,4313,4,4845,4
Settat,R142198196,4314,2,4846,2
Settat,R148136384,4315,2,4847,2
Settat,K148074354,4316,1,4848,1
Settat,J140121972,4317,4,4849,4
Settat,R146196633,4318,3,4850,3
Settat,R143205011,4319,1,4851,1
Settat,R149145446,4320,2,4852,2
Settat,J147079031,4321,3,4853,3
Settat,R146135080,4322,2,4854,2
Settat,R149144278,4323,2,4855,2
Settat,E149227212,4324,3,4856,3
Settat,F135306535,4325,1,4857,1
Settat,J149117785,4326,1,4858,1
Settat,E144243917,4327,3,4859,3
Settat,R144169700,4328,2,4860,2
Settat,R131915674,4329,4,4861,4
Settat,J140106644,4330,3,4862,3
Settat,F140084390,4331,2,4863,2
Settat,N147090973,4332,1,4864,1
Settat,R141200149,4333,1,4865,1
Settat,R140187925,4334,1,4866,1
Settat,R143134537,4335,2,4867,2
Settat,R144203357,4336,2,4868,2
Settat,R144165767,4337,2,4869,2
Settat,R145196123,4338,2,4870,2
Settat,J141120430,4339,1,4871,1
Settat,R148148808,4340,2,4872,2
Settat,R145195866,4341,3,4873,3
Settat,J146107213,4342,3,4874,3
Settat,K144086269,4343,2,4875,2
Settat,J139308082,4344,4,4876,4
Settat,R140190426,4345,1,4877,1
Settat,R140191419,4346,2,4878,2
Settat,E140240412,4347,3,4879,3
Settat,E144217506,4348,4,4880,4
Settat,J144088415,4349,4,4881,4
Settat,R148156526,4350,2,4882,2
Settat,E141214660,4351,1,4883,1
Settat,K138423818,4352,1,4884,1
Settat,F146109148,4353,3,4885,3
Settat,F144100875,4354,1,4886,1
Settat,R141149302,4355,2,4887,2
Settat,J145124371,4356,4,4888,4
Settat,R149080364,4357,2,4889,2
Settat,R146167851,4358,3,4890,3
Settat,E148233363,4359,4,4891,4
Settat,J149120923,4360,2,4892,2
Settat,R130815582,4361,3,4893,3
Settat,F146090190,4362,1,4894,1
Settat,R148169565,4363,2,4895,2
Settat,R142191723,4364,3,4896,3
Settat,R143140162,4365,2,4897,2
Settat,R143177154,4366,2,4898,2
Settat,R140202602,4367,2,4899,2
Settat,R140143370,4368,2,4900,2
Settat,R140181832,4369,4,4901,4
Settat,K145082194,4370,2,4902,2
Settat,J140117116,4371,2,4903,2
Settat,E142210285,4372,2,4904,2
Settat,J140106714,4373,1,4905,1
Settat,J149125921,4374,3,4906,3
Settat,R130823215,4375,2,4907,2
Settat,R141193894,4376,3,4908,3
Settat,R144202299,4377,2,4909,2
Settat,J144081633,4378,3,4910,3
Settat,F140111799,4379,1,4911,1
Settat,J149106569,4380,3,4912,3
Settat,J137246429,4381,4,4913,4
Settat,F144099415,4382,1,4914,1
Settat,R149138118,4383,2,4915,2
Settat,F149079864,4384,1,4916,1
Settat,E145116975,4385,4,4917,4
Settat,J142084464,4386,3,4918,3
Settat,E140215072,4387,3,4919,3
Settat,K141066250,4388,1,4920,1
Settat,K135472454,4389,2,4921,2
Settat,F147087099,4390,2,4922,2
Settat,J141102307,4391,4,4923,4
Settat,J140084711,4392,2,4924,2
Settat,J144099859,4393,4,4925,4
Settat,R143151275,4394,4,4926,4
Settat,J132410205,4395,4,4927,4
Settat,J149087999,4396,3,4928,3
Settat,R143153144,4397,2,4929,2
Settat,M140082746,4398,3,4930,3
Settat,J146084752,4399,4,4931,4
Settat,R145198201,4400,1,4932,1
Settat,J140110488,4401,2,4933,2
Settat,J148077174,4402,1,4934,1
Settat,K148063725,4403,3,4935,3
Settat,E148232560,4404,2,4936,2
Settat,R140196933,4405,2,4937,2
Settat,R140204364,4406,1,4938,1
Settat,R148152730,4407,3,4939,3
Settat,R147203046,4408,2,4940,2
Settat,F140093772,4409,1,4941,1
Settat,R142174692,4410,2,4942,2
Settat,J144104189,4411,3,4943,3
Settat,J140088514,4412,3,4944,3
Settat,R143171354,4413,3,4945,3
Settat,F146105860,4414,1,4946,1
Settat,R148176751,4415,1,4947,1
Settat,E142234915,4416,4,4948,4
Settat,R142190738,4417,2,4949,2
Settat,R147167501,4418,2,4950,2
Settat,J141088300,4419,3,4951,3
Settat,R149170147,4420,2,4952,2
Settat,R144147050,4421,1,4953,1
Settat,E142225437,4422,3,4954,3
Settat,R143153269,4423,2,4955,2
Settat,R144153582,4424,1,4956,1
Settat,R141163534,4425,2,4957,2
Settat,R146191930,4426,2,4958,2
Settat,E144223328,4427,2,4959,2
Settat,J143111429,4428,2,4960,2
Settat,R147196718,4429,3,4961,3
Settat,K141086975,4430,2,4962,2
Settat,R141156459,4431,2,4963,2
Settat,F143097119,4432,1,4964,1
Settat,F143106643,4433,1,4965,1
Settat,E133226560,4434,4,4966,4
Settat,E147242562,4435,4,4967,4
Settat,R142164570,4436,2,4968,2
Settat,R149130226,4437,2,4969,2
Settat,E140219113,4438,3,4970,3
Settat,R142145475,4439,4,4971,4
Settat,J139524391,4440,3,4972,3
Settat,R145160410,4441,2,4973,2
Settat,J146081912,4442,3,4974,3
Settat,R140198033,4443,2,4975,2
Settat,K143061017,4444,3,4976,3
Settat,J140120469,4445,3,4977,3
Settat,R148162096,4446,4,4978,4
Settat,J147120808,4447,2,4979,2
Settat,E148225436,4448,4,4980,4
Settat,R149154597,4449,2,4981,2
Settat,G140120718,4450,4,4982,4
Settat,E143222055,4451,4,4983,4
Settat,R131924156,4452,2,4984,2
Settat,J141081770,4453,4,4985,4
Settat,E147239639,4454,4,4986,4
Settat,R145165178,4455,2,4987,2
Settat,F135231232,4456,2,4988,2
Settat,K145081742,4457,4,4989,4
Settat,J146083491,4458,3,4990,3
Settat,E147229258,4459,2,4991,2
Settat,F141104697,4460,4,4992,4
Settat,E144212014,4462,3,4994,3
Settat,R144166898,4463,4,4995,4
Settat,R132877198,4464,2,4996,2
Settat,J141116619,4465,4,4997,4
Settat,R146195143,4466,1,4998,1
Settat,F147111907,4467,1,4999,1
Settat,R144197539,4468,2,5000,2
Settat,J147080240,4469,2,5001,2
Settat,R149176400,4470,4,5002,4
Settat,R140183436,4471,1,5003,1
Settat,R136764416,4472,1,5004,1
Settat,R143178661,4473,1,5005,1
Settat,J141099650,4474,3,5006,3
Settat,F149116801,4475,2,5007,2
Settat,R151000670,4476,2,5008,2
Settat,J148081040,4477,2,5009,2
Settat,J147079813,4478,2,5010,2
Settat,J140112017,4479,3,5011,3
Settat,R143142283,4480,2,5012,2
Settat,R146179730,4481,1,5013,1
Settat,J135450415,4482,4,5014,4
Settat,E140217402,4483,3,5015,3
Settat,K141062865,4484,3,5016,3
Settat,R142164085,4485,2,5017,2
Settat,R142192326,4486,3,5018,3
Settat,J142122123,4487,3,5019,3
Settat,R144177175,4488,2,5020,2
Settat,R134809356,4489,2,5021,2
Settat,R148187893,4490,1,5022,1
Settat,N132312270,4491,4,5023,4
Settat,J142119593,4492,4,5024,4
Settat,R135783507,4493,2,5025,2
Settat,J149116252,4494,3,5026,3
Settat,F138324059,4495,1,5027,1
Settat,R145156052,4496,1,5028,1
Settat,R147197680,4497,2,5029,2
Settat,R145134807,4498,1,5030,1
Settat,F147122309,4499,1,5031,1
Settat,J141115847,4500,3,5032,3
Settat,R146195670,4501,1,5033,1
Settat,J142114966,4502,3,5034,3
Settat,R144182677,4503,2,5035,2
Settat,F149101207,4504,2,5036,2
Settat,R143140347,4505,1,5037,1
Settat,R147161775,4506,2,5038,2
Settat,R143202426,4507,2,5039,2
Settat,R142130599,4508,2,5040,2
Settat,R140181562,4509,2,5041,2
Settat,E144215290,4510,2,5042,2
Settat,J141087856,4511,4,5043,4
Settat,E140221398,4512,2,5044,2
Settat,D141068047,4513,4,5045,4
Settat,G148089433,4514,3,5046,3
Settat,R143151771,4515,2,5047,2
Settat,J140108410,4516,4,5048,4
Settat,R145191428,4517,3,5049,3
Settat,J145080654,4518,4,5050,4
Settat,E141209179,4519,4,5051,4
Settat,R146138637,4520,2,5052,2
Settat,R146195168,4521,2,5053,2
Settat,J143106362,4522,3,5054,3
Settat,F141094883,4523,1,5055,1
Settat,R140191627,4524,2,5056,2
Settat,R149168010,4525,2,5057,2
Settat,J145079676,4526,2,5058,2
Settat,R142128058,4527,3,5059,3
Settat,R146163588,4528,4,5060,4
Settat,K144010455,4529,3,5061,3
Settat,J143103292,4530,4,5062,4
Settat,J132463095,4531,3,5063,3
Settat,R146181063,4532,3,5064,3
Settat,J131509791,4533,3,5065,3
Settat,R141206702,4534,1,5066,1
Settat,J145097962,4535,4,5067,4
Settat,E145223776,4536,2,5068,2
Settat,N145077449,4537,3,5069,3
Settat,J144083604,4538,3,5070,3
Settat,J144112684,4539,2,5071,2
Settat,F142108511,4540,1,5072,1
Settat,R149180482,4541,2,5073,2
Settat,R149134823,4542,1,5074,1
Settat,R142153992,4543,2,5075,2
Settat,E148212012,4544,3,5076,3
Settat,E142229577,4545,4,5077,4
Settat,E148231326,4546,2,5078,2
Settat,J147105030,4547,4,5079,4
Settat,K145074448,4548,2,5080,2
Settat,F149091747,4549,2,5081,2
Settat,R140131527,4550,2,5082,2
Settat,J142108118,4551,4,5083,4
Settat,R140199560,4552,3,5084,3
Settat,J142098291,4553,3,5085,3
Settat,F145111913,4554,1,5086,1
Settat,J149090507,4555,3,5087,3
Settat,E145217241,4556,4,5088,4
Settat,R142139003,4557,2,5089,2
Settat,R145204204,4558,2,5090,2
Settat,E143240987,4559,3,5091,3
Settat,R147151936,4560,2,5092,2
Settat,J140111630,4561,2,5093,2
Settat,R141138735,4562,1,5094,1
Settat,R144182134,4563,3,5095,3
Settat,E140214456,4564,4,5096,4
Settat,F147105177,4565,4,5097,4
Settat,E146223788,4566,3,5098,3
Settat,J130277882,4567,1,5099,1
Settat,J145121083,4568,3,5100,3
Settat,E148079917,4569,4,5101,4
Settat,D130000172,4570,2,5102,2
Settat,N149080268,4571,2,5103,2
Settat,C146014969,4572,2,5104,2
Settat,R141185686,4573,1,5105,1
Settat,K145090043,4574,3,5106,3
Settat,R142133931,4575,3,5107,3
Settat,J149078857,4576,3,5108,3
Settat,F130182595,4577,1,5109,1
Settat,E140215853,4578,2,5110,2
Settat,R141178644,4579,1,5111,1
Settat,E136100600,4580,4,5112,4
Settat,R141182324,4581,1,5113,1
Settat,R147175278,4582,3,5114,3
Settat,R141164701,4583,2,5115,2
Settat,K145090040,4584,4,5116,4
Settat,K147078260,4585,3,5117,3
Settat,J147100575,4586,3,5118,3
Settat,R145131573,4587,2,5119,2
Settat,R134832661,4588,1,5120,1
Settat,P149141316,4589,2,5121,2
Settat,J142118747,4590,1,5122,1
Settat,J142082750,4591,4,5123,4
Settat,J134402500,4592,1,5124,1
Settat,R149179673,4593,2,5125,2
Settat,K134474449,4594,2,5126,2
Settat,F145111805,4595,1,5127,1
Settat,J148103715,4596,3,5128,3
Settat,F140085878,4597,1,5129,1
Settat,J145081242,4598,3,5130,3
Settat,K147089811,4599,2,5131,2
Settat,R143190759,4600,2,5132,2
Settat,R137767876,4601,2,5133,2
Settat,R142157051,4602,2,5134,2
Settat,R143156414,4603,2,5135,2
Settat,R142190768,4604,2,5136,2
Settat,D143147365,4605,3,5137,3
Settat,E145218022,4606,4,5138,4
Settat,R145165108,4607,1,5139,1
Settat,R141179811,4608,2,5140,2
Settat,R147152319,4609,2,5141,2
Settat,E148168347,4610,3,5142,3
Settat,R148150176,4611,2,5143,2
Settat,R147197861,4612,2,5144,2
Settat,F134180067,4613,1,5145,1
Settat,F149090561,4614,1,5146,1
Settat,E149221061,4615,3,5147,3
Settat,R143181631,4616,2,5148,2
Settat,J149077165,4617,3,5149,3
Settat,D147075616,4618,2,5150,2
Settat,K148081172,4619,2,5151,2
Settat,R141176421,4620,2,5152,2
Settat,R149131307,4621,2,5153,2
Settat,R148111841,4622,4,5154,4
Settat,R149165264,4623,2,5155,2
Settat,R144196224,4624,2,5156,2
Settat,J143099980,4625,3,5157,3
Settat,J138247095,4626,3,5158,3
Settat,R140201793,4627,2,5159,2
Settat,J142107024,4628,1,5160,1
Settat,J144084163,4629,3,5161,3
Settat,J143100685,4630,3,5162,3
Settat,J147100461,4631,3,5163,3
Settat,D144106554,4632,2,5164,2
Settat,K149068446,4633,2,5165,2
Settat,R147189397,4634,4,5166,4
Settat,R145166021,4635,2,5167,2
Settat,K144074879,4636,3,5168,3
Settat,R145193396,4637,3,5169,3
Settat,K146059891,4638,1,5170,1
Settat,R145202448,4639,1,5171,1
Settat,K147075601,4640,2,5172,2
Settat,R143184787,4641,2,5173,2
Settat,R142150079,4642,2,5174,2
Settat,K147078178,4643,2,5175,2
Settat,J146105393,4644,3,5176,3
Settat,F145092047,4645,1,5177,1
Settat,E141210294,4646,2,5178,2
Settat,E145229564,4647,3,5179,3
Settat,R135776261,4648,2,5180,2
Settat,R133436592,4649,2,5181,2
Settat,R142195310,4650,1,5182,1
Settat,E154000178,4651,4,5183,4
Settat,J141101964,4652,2,5184,2
Settat,J144091627,4653,3,5185,3
Settat,J141120506,4654,3,5186,3
Settat,R142128203,4655,2,5187,2
Settat,R146169416,4656,2,5188,2
Settat,J148101628,4657,3,5189,3
Settat,R149161183,4658,2,5190,2
Settat,R140203249,4659,3,5191,3
Settat,J141114455,4660,2,5192,2
Settat,F141122030,4661,2,5193,2
Settat,R140133262,4662,2,5194,2
Settat,R144168107,4663,2,5195,2
Settat,J149124588,4664,2,5196,2
Settat,R144203053,4665,2,5197,2
Settat,E152000516,4666,4,5198,4
Settat,E145215201,4667,2,5199,2
Settat,E146210028,4668,3,5200,3
Settat,R140178318,4669,2,5201,2
Settat,R141149808,4670,2,5202,2
Settat,R147195660,4671,2,5203,2
Settat,R143150676,4672,2,5204,2
Settat,E148239574,4673,1,5205,1
Settat,R146187233,4674,2,5206,2
Settat,J140078686,4675,1,5207,1
Settat,F145096408,4676,3,5208,3
Settat,J148108682,4677,4,5209,4
Settat,J142104400,4678,3,5210,3
Settat,R144190568,4679,2,5211,2
Settat,R140203036,4680,1,5212,1
Settat,G141088460,4681,3,5213,3
Settat,R146175752,4682,3,5214,3
Settat,J147123245,4683,3,5215,3
Settat,J143001260,4684,4,5216,4
Settat,E140208538,4685,2,5217,2
Settat,F146095476,4686,2,5218,2
Settat,R140137013,4687,2,5219,2
Settat,J140093037,4688,3,5220,3
Settat,R140057258,4689,2,5221,2
Settat,E136111283,4690,3,5222,3
Settat,E137235543,4691,3,5223,3
Settat,E141214859,4692,3,5224,3
Settat,R149128373,4693,3,5225,3
Settat,F148107461,4694,1,5226,1
Settat,F145096403,4695,2,5227,2
Settat,R148182929,4696,2,5228,2
Settat,R149135794,4697,2,5229,2
Settat,R140186448,4698,1,5230,1
Settat,K149085624,4699,2,5231,2
Settat,E149206438,4700,2,5232,2
Settat,E145238100,4701,3,5233,3
Settat,J137508201,4702,3,5234,3
Settat,R133730796,4703,4,5235,4
Settat,R144151700,4704,2,5236,2
Settat,R131875866,4705,1,5237,1
Settat,R146160023,4706,3,5238,3
Settat,R145152995,4707,1,5239,1
Settat,R140177735,4708,4,5240,4
Settat,J140111072,4709,3,5241,3
Settat,F133134749,4710,1,5242,1
Settat,E142230130,4711,3,5243,3
Settat,J143107727,4712,3,5244,3
Settat,J149102724,4713,1,5245,1
Settat,N145085777,4714,3,5246,3
Settat,J142116129,4715,3,5247,3
Settat,F146123113,4716,1,5248,1
Settat,E140205188,4717,3,5249,3
Settat,E145219033,4718,3,5250,3
Settat,J149083419,4719,2,5251,2
Settat,J140118160,4720,3,5252,3
Settat,A145005134,4721,1,5253,1
Settat,R144196221,4722,4,5254,4
Settat,F145109423,4723,1,5255,1
Settat,R142150087,4724,2,5256,2
Settat,R144203679,4725,2,5257,2
Settat,F143105123,4726,2,5258,2
Settat,R147105312,4727,1,5259,1
Settat,J132271128,4728,2,5260,2
Settat,D198144948,4729,3,5261,3
Settat,J134508213,4730,4,5262,4
Settat,R141153701,4731,3,5263,3
Settat,E140223056,4732,4,5264,4
Settat,G146135499,4733,3,5265,3
Settat,J140116552,4734,2,5266,2
Settat,E148218067,4735,1,5267,1
Settat,R149195295,4736,2,5268,2
Settat,R148146564,4737,2,5269,2
Settat,F148085937,4738,1,5270,1
Settat,E140235628,4739,4,5271,4
